primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
RHP,72.0,190.0,R,85.1,87.0,2113.0,74.5,,71.5,1879.0,73.8,1994.0,West,Power 4,4,12.5,15.5,13.200000000000005,0,0,0,0,1,0,0,0,0
RHP,74.0,160.0,R,93.3,92.5,2365.0,81.0,1928.0,61.0,,76.9,2199.0,Northeast,Power 4,4,11.5,31.5,15.599999999999994,0,0,0,0,0,0,1,0,0
RHP,73.0,200.0,R,92.0,90.7,2063.0,81.0,1534.0,65.5,,76.8,2312.0,South,Mid Major,4,9.700000000000005,25.200000000000003,13.900000000000006,0,0,0,0,0,0,1,0,0
RHP,68.0,135.0,R,,76.0,,72.5,,64.5,,,,South,JC,3,3.5,11.5,,1,0,1,0,1,0,1,1,1
RHP,71.0,180.0,R,,81.5,,66.5,,,,64.5,,Midwest,NAIA,3,15.0,,17.0,1,0,1,0,1,1,1,0,1
RHP,75.0,190.0,R,83.0,82.0,1963.0,66.6,1104.0,71.0,1948.0,69.9,1694.0,Midwest,D2,4,15.400000000000006,11.0,12.099999999999994,0,0,0,0,0,0,0,0,0
RHP,70.0,190.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,76.0,175.0,R,91.5,90.8,2372.0,74.2,2078.0,68.5,2232.0,78.8,2645.0,South,Mid Major,4,16.599999999999994,22.299999999999997,12.0,0,0,0,0,0,0,0,0,0
RHP,74.0,195.0,R,88.0,86.5,2248.0,73.0,1396.0,68.9,2250.0,74.0,2373.0,South,JC,4,13.5,17.599999999999994,12.5,0,0,0,0,0,0,0,0,0
RHP,74.0,204.0,R,,83.5,,,,65.5,,,,South,JC,2,,18.0,,1,0,1,1,1,0,1,1,1
LHP,71.0,165.0,L,78.0,76.5,,68.5,,72.5,,,,South,NAIA,3,8.0,4.0,,0,0,1,0,1,0,1,1,1
LHP,79.0,210.0,L,89.0,87.5,,,,71.0,,,,South,Power 4,2,,16.5,,0,0,1,1,1,0,1,1,1
LHP,75.0,190.0,L,78.4,77.0,2046.0,,,67.0,,66.7,2084.0,South,JC,3,,10.0,10.299999999999995,0,0,0,1,1,0,1,0,0
RHP,75.0,171.0,R,,,,,,,,,,West,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,68.0,180.0,L,,82.0,,,,72.5,,,,West,D2,2,,9.5,,1,0,1,1,1,0,1,1,1
RHP,77.0,190.0,R,96.0,94.5,2168.0,81.5,1726.0,,,83.5,,Northeast,Power 4,3,13.0,,11.0,0,0,0,0,0,1,1,0,1
RHP,71.0,80.0,R,87.0,85.0,,,,71.5,,,,Midwest,NAIA,2,,13.5,,0,0,1,1,1,0,1,1,1
RHP,72.0,174.8,R,89.0,87.5,,,,69.0,,76.0,,South,Low Major,3,,18.5,11.5,0,0,1,1,1,0,1,0,1
LHP,77.0,202.0,R,87.5,84.8,2229.0,76.0,2166.0,75.5,2156.0,73.4,2203.0,Northeast,Power 4,4,8.799999999999997,9.299999999999995,11.399999999999991,0,0,0,0,0,0,0,0,0
RHP,73.0,170.0,R,,,,,,,,,,South,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,185.0,R,80.1,79.5,1975.0,69.2,1808.0,64.0,2108.0,,,Midwest,NAIA,3,10.299999999999995,15.5,,0,0,0,0,0,0,0,1,1
RHP,71.0,166.0,R,87.0,85.5,2223.0,78.0,1957.0,73.5,2580.0,73.0,2424.0,Northeast,Low Major,4,7.5,12.0,12.5,0,0,0,0,0,0,0,0,0
RHP,71.0,175.0,R,90.0,88.0,2009.0,69.5,1478.0,71.0,1917.0,80.5,1560.0,Midwest,Mid Major,4,18.5,17.0,7.5,0,0,0,0,0,0,0,0,0
RHP,71.0,175.0,R,87.3,86.7,2096.0,78.5,1704.0,69.0,2015.0,,,Midwest,JC,3,8.200000000000003,17.700000000000003,,0,0,0,0,0,0,0,1,1
RHP,69.0,178.6,R,88.0,86.7,2086.0,79.5,1963.0,66.8,2592.0,78.5,2633.0,Midwest,JC,4,7.200000000000003,19.90000000000001,8.200000000000003,0,0,0,0,0,0,0,0,0
RHP,75.0,208.0,R,84.6,83.7,2080.0,77.3,1973.0,71.0,2442.0,74.8,2393.0,Midwest,JC,4,6.400000000000006,12.700000000000005,8.900000000000006,0,0,0,0,0,0,0,0,0
RHP,74.0,205.0,R,87.0,85.7,2009.0,77.7,1560.0,72.8,1673.0,79.2,2052.0,Northeast,D2,4,8.0,12.900000000000006,6.5,0,0,0,0,0,0,0,0,0
RHP,75.0,180.0,R,83.3,82.7,2094.0,77.4,1766.0,69.2,2215.0,72.5,2155.0,South,JC,4,5.299999999999997,13.5,10.200000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,160.0,R,89.0,87.7,1886.0,79.8,1548.0,71.5,1955.0,,,South,JC,3,7.900000000000006,16.200000000000003,,0,0,0,0,0,0,0,1,1
LHP,77.0,215.0,L,90.0,87.5,1880.0,73.5,1185.0,71.5,,71.1,1856.0,South,Power 4,4,14.0,16.0,16.400000000000006,0,0,0,0,0,0,1,0,0
LHP,72.0,160.0,L,,,,,,,,,,West,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,186.5,R,88.0,87.0,2258.0,80.5,2049.0,73.5,2293.0,69.5,2145.0,Northeast,Low Major,4,6.5,13.5,17.5,0,0,0,0,0,0,0,0,0
RHP,72.0,170.0,R,87.0,85.5,1987.0,79.5,1538.0,74.0,1835.0,,,Northeast,Mid Major,3,6.0,11.5,,0,0,0,0,0,0,0,1,1
RHP,74.0,155.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,225.0,L,72.0,71.0,,,,61.5,,,,Midwest,JC,2,,9.5,,0,0,1,1,1,0,1,1,1
RHP,75.0,160.0,R,79.0,78.1,1621.0,,1263.0,63.0,1675.0,,,Midwest,JC,2,,15.099999999999994,,0,0,0,1,0,0,0,1,1
LHP,75.0,185.0,L,,,,,,,,,,West,D2,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,195.0,R,90.0,88.0,1894.0,,,75.0,2447.0,78.3,2560.0,West,JC,3,,13.0,9.700000000000005,0,0,0,1,1,0,0,0,0
RHP,74.0,180.0,R,87.0,85.5,2150.0,78.0,1852.0,74.0,2511.0,73.3,2405.0,South,JC,4,7.5,11.5,12.200000000000005,0,0,0,0,0,0,0,0,0
RHP,71.0,180.0,R,86.1,85.0,2026.0,80.6,1603.0,78.2,2019.0,,2274.0,Northeast,Low Major,3,4.400000000000006,6.799999999999997,,0,0,0,0,0,0,0,1,0
RHP,76.0,198.0,R,81.0,79.0,2157.0,74.0,,73.5,2069.0,74.0,2104.0,South,D2,4,5.0,5.5,5.0,0,0,0,0,1,0,0,0,0
RHP,77.0,170.0,R,85.0,84.0,2185.0,69.2,,74.0,1749.0,71.2,2110.0,Midwest,D2,4,14.799999999999995,10.0,12.799999999999995,0,0,0,0,1,0,0,0,0
RHP,72.0,160.0,R,85.0,82.4,2107.0,73.0,1439.0,68.0,2290.0,,,South,NAIA,3,9.400000000000006,14.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,74.0,185.0,R,87.2,85.9,2258.0,77.5,1640.0,78.0,,77.2,2061.0,Northeast,D3,4,8.400000000000006,7.900000000000006,8.700000000000003,0,0,0,0,0,0,1,0,0
RHP,73.0,160.0,R,93.0,90.5,2074.0,84.5,1732.0,77.8,2496.0,80.5,2472.0,Northeast,Power 4,4,6.0,12.700000000000005,10.0,0,0,0,0,0,0,0,0,0
RHP,74.0,160.0,R,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,180.0,R,82.4,81.0,2047.0,72.5,1583.0,67.0,1877.0,,,Midwest,D2,3,8.5,14.0,,0,0,0,0,0,0,0,1,1
LHP,75.0,185.0,L,,,,,,,,,,Midwest,NAIA,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,160.0,R,91.0,88.0,2009.0,83.0,,74.0,,77.0,1882.0,South,JC,4,5.0,14.0,11.0,0,0,0,0,1,0,1,0,0
RHP,69.0,220.0,R,,83.0,,78.5,,73.5,,,,South,D3,3,4.5,9.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,175.0,R,82.9,86.5,2085.0,79.5,,,,74.5,1872.0,West,Mid Major,3,7.0,,12.0,0,0,0,0,1,1,1,0,0
RHP,71.0,180.0,R,87.0,84.5,1968.0,73.9,1667.0,73.0,1926.0,72.2,2007.0,South,JC,4,10.599999999999994,11.5,12.299999999999995,0,0,0,0,0,0,0,0,0
RHP,72.0,180.0,R,84.0,81.5,1855.0,77.5,1822.0,68.0,2097.0,,,Midwest,D2,3,4.0,13.5,,0,0,0,0,0,0,0,1,1
RHP,74.0,210.0,R,88.0,86.8,2119.0,79.0,1570.0,74.5,2357.0,80.0,2108.0,Midwest,JC,4,7.799999999999997,12.299999999999995,6.799999999999997,0,0,0,0,0,0,0,0,0
RHP,74.0,170.0,L,83.0,82.5,1995.0,75.5,1519.0,72.8,1976.0,67.5,,Northeast,D3,4,7.0,9.700000000000005,15.0,0,0,0,0,0,0,0,0,1
RHP,70.0,170.0,R,86.2,84.5,2340.0,80.0,2150.0,73.5,2751.0,75.5,2650.0,South,D3,4,4.5,11.0,9.0,0,0,0,0,0,0,0,0,0
LHP,70.0,150.0,R,,80.0,,,,68.5,,,,West,Mid Major,2,,11.5,,1,0,1,1,1,0,1,1,1
RHP,75.0,190.0,R,84.0,82.7,2026.0,74.1,1656.0,67.4,2386.0,,,Midwest,NAIA,3,8.600000000000009,15.299999999999995,,0,0,0,0,0,0,0,1,1
LHP,72.0,170.0,R,,,,,,,,,,West,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,160.0,R,,72.5,,,,60.0,,,,South,JC,2,,12.5,,1,0,1,1,1,0,1,1,1
RHP,70.0,147.0,R,88.0,86.7,2186.0,77.5,1360.0,,,76.2,2524.0,Midwest,JC,3,9.200000000000005,,10.5,0,0,0,0,0,1,1,0,0
LHP,72.0,180.0,L,82.0,79.3,1757.0,67.0,1377.0,61.0,1753.0,64.3,1805.0,Northeast,D3,4,12.299999999999995,18.299999999999997,15.0,0,0,0,0,0,0,0,0,0
RHP,73.0,205.0,L,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,143.0,L,73.0,71.0,,60.5,,67.0,,,,Midwest,NAIA,3,10.5,4.0,,0,0,1,0,1,0,1,1,1
RHP,72.0,168.2,R,90.5,89.6,2120.0,79.5,1756.0,74.0,2506.0,80.8,2765.0,Midwest,Low Major,4,10.099999999999994,15.599999999999994,8.799999999999997,0,0,0,0,0,0,0,0,0
LHP,72.0,185.0,L,85.4,84.7,2335.0,79.7,1741.0,76.6,2083.0,67.0,,Northeast,JC,4,5.0,8.100000000000009,17.700000000000003,0,0,0,0,0,0,0,0,1
RHP,74.0,220.0,R,80.0,79.0,,73.5,,66.0,,,,Midwest,D3,3,5.5,13.0,,0,0,1,0,1,0,1,1,1
RHP,72.0,185.0,R,85.0,83.2,1742.0,74.5,1535.0,68.0,1863.0,74.5,2055.0,South,D3,4,8.700000000000003,15.200000000000005,8.700000000000003,0,0,0,0,0,0,0,0,0
RHP,73.0,200.0,R,91.3,90.5,2261.0,83.1,1617.0,78.8,2039.0,82.6,2033.0,Midwest,JC,4,7.400000000000006,11.700000000000005,7.900000000000006,0,0,0,0,0,0,0,0,0
RHP,68.0,160.0,R,,,,,,,,,,Northeast,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,185.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,77.0,235.0,L,86.6,85.7,2227.0,79.0,1567.0,75.0,1614.0,74.5,1719.0,Midwest,JC,4,6.700000000000003,10.700000000000005,11.200000000000005,0,0,0,0,0,0,0,0,0
LHP,75.0,185.0,L,90.0,87.5,,80.5,,72.0,,76.0,,South,Power 4,4,7.0,15.5,11.5,0,0,1,0,1,0,1,0,1
LHP,73.0,182.0,R,88.1,87.3,2477.0,81.8,1922.0,74.0,2870.0,76.8,2936.0,Midwest,Mid Major,4,5.5,13.299999999999995,10.5,0,0,0,0,0,0,0,0,0
RHP,75.0,185.0,R,89.0,87.0,,,,,,,,South,Low Major,1,,,,0,0,1,1,1,1,1,1,1
RHP,74.0,175.0,R,79.0,77.0,,71.0,,60.5,,,,Midwest,NAIA,3,6.0,16.5,,0,0,1,0,1,0,1,1,1
RHP,69.0,140.0,R,86.0,84.5,,71.5,,,,72.0,,Midwest,JC,3,13.0,,12.5,0,0,1,0,1,1,1,0,1
RHP,68.0,170.0,R,,82.5,,73.5,,70.0,,,,Northeast,D3,3,9.0,12.5,,1,0,1,0,1,0,1,1,1
LHP,71.0,170.0,L,88.2,86.7,2238.0,76.3,1743.0,72.7,2271.0,71.0,2176.0,Northeast,Low Major,4,10.400000000000006,14.0,15.700000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,180.0,R,76.0,74.0,,,,,,,,South,JC,1,,,,0,0,1,1,1,1,1,1,1
RHP,77.0,225.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,77.0,190.0,R,,85.5,,,,,,77.5,,South,JC,2,,,8.0,1,0,1,1,1,1,1,0,1
RHP,74.0,195.0,L,84.0,82.5,,74.5,,64.5,,,,Northeast,D3,3,8.0,18.0,,0,0,1,0,1,0,1,1,1
LHP,68.0,135.0,L,,,,,,,,,,Northeast,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,195.0,R,85.3,84.2,2209.0,76.0,1724.0,65.8,1821.0,74.0,1834.0,South,NAIA,4,8.200000000000003,18.40000000000001,10.200000000000005,0,0,0,0,0,0,0,0,0
RHP,74.0,200.0,R,93.0,88.5,,80.0,,73.0,,,,South,Power 4,3,8.5,15.5,,0,0,1,0,1,0,1,1,1
LHP,70.0,160.0,L,86.0,84.3,2114.0,73.5,,75.0,2229.0,,,South,JC,3,10.799999999999995,9.299999999999995,,0,0,0,0,1,0,0,1,1
LHP,70.0,,L,81.0,79.0,,75.0,,71.0,,,,South,D3,3,4.0,8.0,,0,0,1,0,1,0,1,1,1
RHP,70.0,185.0,R,86.0,82.5,2057.0,75.0,1632.0,71.5,2072.0,70.0,2088.0,Midwest,JC,4,7.5,11.0,12.5,0,0,0,0,0,0,0,0,0
RHP,70.0,180.0,R,87.0,85.0,2000.0,74.5,1135.0,76.0,2195.0,,,South,JC,3,10.5,9.0,,0,0,0,0,0,0,0,1,1
RHP,74.0,195.0,R,86.0,85.0,2048.0,79.0,1442.0,72.5,1889.0,,,South,Mid Major,3,6.0,12.5,,0,0,0,0,0,0,0,1,1
RHP,71.0,175.0,R,78.0,77.0,1954.0,70.5,1752.0,65.9,2155.0,,,Midwest,D3,3,6.5,11.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,73.0,205.0,R,90.0,88.0,2167.0,78.0,,74.5,2450.0,75.5,2443.0,South,Mid Major,4,10.0,13.5,12.5,0,0,0,0,1,0,0,0,0
RHP,73.0,190.0,R,86.0,85.0,1950.0,74.5,1364.0,74.0,1817.0,75.5,,South,JC,4,10.5,11.0,9.5,0,0,0,0,0,0,0,0,1
RHP,73.0,185.0,R,70.0,69.0,,,,60.0,,,,South,JC,2,,9.0,,0,0,1,1,1,0,1,1,1
RHP,73.0,170.0,R,82.5,81.1,1921.0,,1376.0,67.6,2146.0,,,Midwest,JC,2,,13.5,,0,0,0,1,0,0,0,1,1
LHP,73.0,190.0,L,92.0,91.0,2222.0,80.5,1965.0,74.0,2247.0,78.5,,South,Power 4,4,10.5,17.0,12.5,0,0,0,0,0,0,0,0,1
RHP,72.0,182.0,R,86.0,84.0,2183.0,70.0,1405.0,74.0,2498.0,,,South,D2,3,14.0,10.0,,0,0,0,0,0,0,0,1,1
RHP,69.0,160.0,R,84.3,83.6,1890.0,71.2,1135.0,61.5,2261.0,,,South,D3,3,12.399999999999991,22.09999999999999,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,195.0,L,79.0,77.0,,68.0,,62.5,,,,Midwest,JC,3,9.0,14.5,,0,0,1,0,1,0,1,1,1
RHP,72.0,165.0,R,,84.5,,,,73.0,,,,West,D3,2,,11.5,,1,0,1,1,1,0,1,1,1
RHP,74.0,145.0,R,85.0,83.5,2177.0,,,,,74.0,2102.0,Northeast,D3,2,,,9.5,0,0,0,1,1,1,1,0,0
LHP,75.0,165.0,L,82.0,81.5,1914.0,72.0,1202.0,68.5,1859.0,75.5,2020.0,Northeast,D3,4,9.5,13.0,6.0,0,0,0,0,0,0,0,0,0
RHP,71.0,155.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,194.9,R,93.0,92.5,2333.0,81.9,1538.0,79.0,1656.0,69.5,1682.0,Midwest,Mid Major,4,10.599999999999994,13.5,23.0,0,0,0,0,0,0,0,0,0
LHP,74.0,190.0,R,,,,,,,,,,Midwest,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,225.0,R,86.9,86.5,2201.0,81.0,2020.0,71.4,2192.0,72.9,2086.0,Midwest,JC,4,5.5,15.099999999999994,13.599999999999994,0,0,0,0,0,0,0,0,0
RHP,70.0,190.0,R,83.0,81.0,2162.0,73.0,1547.0,71.5,2257.0,73.2,2210.0,Midwest,D3,4,8.0,9.5,7.799999999999997,0,0,0,0,0,0,0,0,0
LHP,75.0,185.0,R,89.0,87.4,2227.0,80.0,1912.0,67.3,2149.0,78.3,2373.0,Midwest,JC,4,7.400000000000006,20.10000000000001,9.100000000000009,0,0,0,0,0,0,0,0,0
RHP,70.0,170.0,R,84.5,83.5,2232.0,75.2,1787.0,73.2,2176.0,,,Midwest,D3,3,8.299999999999997,10.299999999999995,,0,0,0,0,0,0,0,1,1
RHP,76.0,190.0,R,,83.5,,74.5,,74.0,,,,South,D3,3,9.0,9.5,,1,0,1,0,1,0,1,1,1
RHP,73.0,160.0,R,81.5,79.7,2136.0,68.0,1345.0,66.6,1726.0,,,Midwest,D3,3,11.700000000000005,13.100000000000009,,0,0,0,0,0,0,0,1,1
RHP,72.0,160.0,R,85.0,83.5,1984.0,77.0,1425.0,74.5,2008.0,72.5,1955.0,Midwest,D2,4,6.5,9.0,11.0,0,0,0,0,0,0,0,0,0
RHP,78.0,250.0,R,89.6,88.0,2091.0,83.0,1999.0,66.7,1730.0,77.7,2252.0,Midwest,JC,4,5.0,21.299999999999997,10.299999999999995,0,0,0,0,0,0,0,0,0
RHP,76.0,195.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,165.0,R,77.0,75.2,1846.0,66.5,1512.0,64.8,1806.0,,,Midwest,JC,3,8.700000000000003,10.400000000000006,,0,0,0,0,0,0,0,1,1
LHP,75.0,225.0,L,88.5,86.8,1953.0,80.7,1287.0,,,71.5,1989.0,West,Low Major,3,6.099999999999994,,15.299999999999995,0,0,0,0,0,1,1,0,0
RHP,75.0,205.0,R,85.3,84.5,2331.0,81.0,2083.0,72.2,2478.0,68.9,2633.0,West,Mid Major,4,3.5,12.299999999999995,15.599999999999994,0,0,0,0,0,0,0,0,0
LHP,77.0,200.0,R,86.3,84.6,2061.0,77.0,1022.0,68.9,1467.0,71.5,1821.0,Midwest,Power 4,4,7.599999999999994,15.699999999999989,13.099999999999994,0,0,0,0,0,0,0,0,0
RHP,72.0,158.3,R,84.0,81.5,1914.0,77.5,1752.0,71.0,2289.0,60.2,2576.0,South,Mid Major,4,4.0,10.5,21.299999999999997,0,0,0,0,0,0,0,0,0
RHP,71.0,180.0,R,83.4,81.8,1905.0,70.8,1646.0,65.2,2158.0,70.1,2478.0,Midwest,D2,4,11.0,16.599999999999994,11.700000000000005,0,0,0,0,0,0,0,0,0
RHP,78.0,165.0,R,81.7,80.3,2240.0,,,69.0,2420.0,,,South,Mid Major,2,,11.299999999999995,,0,0,0,1,1,0,0,1,1
RHP,71.0,195.0,R,87.0,85.3,2096.0,81.0,1506.0,76.0,2144.0,75.1,1997.0,Northeast,D2,4,4.299999999999997,9.299999999999995,10.200000000000005,0,0,0,0,0,0,0,0,0
LHP,68.0,200.0,L,74.0,73.0,1685.0,70.0,1114.0,62.2,1879.0,65.5,,Midwest,NAIA,4,3.0,10.799999999999995,7.5,0,0,0,0,0,0,0,0,1
LHP,73.0,195.0,L,85.4,83.3,2097.0,76.5,1906.0,69.5,2126.0,,,West,D3,3,6.799999999999997,13.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,73.0,205.0,L,87.3,86.3,2171.0,77.8,1794.0,75.1,2460.0,,,Midwest,D2,3,8.5,11.200000000000005,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,L,89.1,85.1,1993.0,80.0,1491.0,74.8,1987.0,74.9,2202.0,West,JC,4,5.099999999999994,10.299999999999995,10.199999999999989,0,0,0,0,0,0,0,0,0
LHP,77.0,150.0,L,,,,,,,,,,West,D3,0,,,,1,1,1,1,1,1,1,1,1
LHP,74.0,180.0,L,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,205.0,R,95.0,92.0,2591.0,83.0,,78.9,2535.0,84.0,2530.0,South,Power 4,4,9.0,13.099999999999994,8.0,0,0,0,0,1,0,0,0,0
LHP,73.0,180.0,L,83.0,81.5,1709.0,76.0,1256.0,72.0,1627.0,68.4,1822.0,Midwest,D3,4,5.5,9.5,13.099999999999994,0,0,0,0,0,0,0,0,0
RHP,72.0,170.0,R,84.0,82.0,2004.0,77.0,1597.0,72.0,1867.0,71.2,2030.0,Northeast,D3,4,5.0,10.0,10.799999999999995,0,0,0,0,0,0,0,0,0
LHP,70.0,165.0,R,80.0,79.0,1982.0,69.5,1533.0,67.2,2258.0,,,Midwest,D3,3,9.5,11.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,72.0,163.0,R,82.0,79.5,1973.0,73.0,1433.0,68.0,1889.0,,,Midwest,D3,3,6.5,11.5,,0,0,0,0,0,0,0,1,1
RHP,75.0,190.0,R,82.2,81.4,1986.0,73.8,1470.0,62.7,1840.0,,,Midwest,D2,3,7.600000000000008,18.700000000000003,,0,0,0,0,0,0,0,1,1
RHP,75.0,195.0,L,87.0,85.4,1822.0,75.5,1609.0,70.5,1860.0,,,Midwest,JC,3,9.900000000000006,14.900000000000006,,0,0,0,0,0,0,0,1,1
LHP,72.0,185.0,L,78.0,77.0,,72.0,,68.5,,,,Midwest,JC,3,5.0,8.5,,0,0,1,0,1,0,1,1,1
LHP,80.0,235.0,L,81.0,80.5,2009.0,75.8,1561.0,71.0,1629.0,66.5,1634.0,Midwest,D3,4,4.700000000000003,9.5,14.0,0,0,0,0,0,0,0,0,0
RHP,71.0,165.0,R,87.0,84.5,2094.0,,,72.0,2237.0,75.6,2142.0,South,JC,3,,12.5,8.900000000000006,0,0,0,1,1,0,0,0,0
RHP,71.0,184.1,R,79.8,78.0,2336.0,76.1,1733.0,69.2,2491.0,70.8,2672.0,Northeast,D3,4,1.9000000000000057,8.799999999999997,7.200000000000003,0,0,0,0,0,0,0,0,0
RHP,74.0,172.0,R,77.0,74.0,,,,66.0,,,,South,D2,2,,8.0,,0,0,1,1,1,0,1,1,1
RHP,73.0,196.0,R,79.7,78.2,1733.0,69.9,1763.0,63.5,1514.0,,,Midwest,NAIA,3,8.299999999999997,14.700000000000005,,0,0,0,0,0,0,0,1,1
RHP,74.0,205.0,R,88.0,86.4,2004.0,77.4,1822.0,74.5,2102.0,77.5,2120.0,South,D2,4,9.0,11.900000000000006,8.900000000000006,0,0,0,0,0,0,0,0,0
RHP,78.0,240.0,R,89.0,85.0,2265.0,78.5,1540.0,80.5,2066.0,75.9,2366.0,Midwest,JC,4,6.5,4.5,9.099999999999994,0,0,0,0,0,0,0,0,0
LHP,72.0,185.0,L,83.0,81.9,2102.0,79.0,1873.0,69.0,1918.0,72.7,1946.0,Midwest,Low Major,4,2.9000000000000057,12.900000000000006,9.200000000000005,0,0,0,0,0,0,0,0,0
RHP,73.0,195.0,R,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,170.0,R,83.9,82.2,2202.0,66.5,1676.0,71.8,2006.0,,,Midwest,NAIA,3,15.700000000000005,10.400000000000006,,0,0,0,0,0,0,0,1,1
RHP,72.0,175.0,R,91.0,89.5,2153.0,80.8,2177.0,73.0,2148.0,,,South,JC,3,8.700000000000003,16.5,,0,0,0,0,0,0,0,1,1
RHP,76.0,155.0,R,85.9,84.9,2105.0,76.9,1686.0,72.3,2249.0,73.3,2096.0,Northeast,D3,4,8.0,12.600000000000009,11.600000000000009,0,0,0,0,0,0,0,0,0
RHP,72.0,210.0,R,,87.0,,,,72.5,,,,South,D2,2,,14.5,,1,0,1,1,1,0,1,1,1
RHP,75.0,204.4,R,87.4,86.5,2130.0,81.5,1926.0,73.5,2226.0,83.5,2159.0,South,D2,4,5.0,13.0,3.0,0,0,0,0,0,0,0,0,0
RHP,75.0,198.0,R,,86.5,,81.0,,,,75.5,,South,JC,3,5.5,,11.0,1,0,1,0,1,1,1,0,1
LHP,73.0,195.0,L,87.0,85.0,2069.0,74.0,1241.0,70.5,,68.2,1882.0,South,Low Major,4,11.0,14.5,16.799999999999997,0,0,0,0,0,0,1,0,0
RHP,75.0,175.0,R,86.0,83.0,2000.0,76.0,1632.0,71.5,1820.0,,,South,JC,3,7.0,11.5,,0,0,0,0,0,0,0,1,1
LHP,73.0,200.0,R,83.0,81.7,2030.0,72.5,1572.0,65.2,2549.0,,,Midwest,JC,3,9.200000000000005,16.5,,0,0,0,0,0,0,0,1,1
RHP,70.0,140.0,L,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,175.0,R,85.4,84.9,2161.0,72.0,1612.0,74.2,1933.0,,,Midwest,NAIA,3,12.900000000000006,10.700000000000005,,0,0,0,0,0,0,0,1,1
LHP,77.0,180.0,L,81.5,80.5,1976.0,67.1,1344.0,66.5,1678.0,,,Northeast,Low Major,3,13.400000000000006,14.0,,0,0,0,0,0,0,0,1,1
RHP,79.0,240.0,R,,,,,,,,,,South,Power 4,0,,,,1,1,1,1,1,1,1,1,1
LHP,70.0,175.0,L,81.2,79.3,1959.0,71.4,1776.0,66.0,,69.0,2124.0,Midwest,JC,4,7.899999999999992,13.299999999999995,10.299999999999995,0,0,0,0,0,0,1,0,0
LHP,70.0,175.0,L,81.2,79.3,1959.0,71.4,1776.0,66.0,,69.0,2124.0,Midwest,NAIA,4,7.899999999999992,13.299999999999995,10.299999999999995,0,0,0,0,0,0,1,0,0
RHP,71.0,170.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,170.0,R,86.3,85.5,2029.0,73.8,1956.0,67.3,2286.0,72.5,2251.0,Midwest,JC,4,11.700000000000005,18.200000000000003,13.0,0,0,0,0,0,0,0,0,0
LHP,77.0,180.0,L,82.0,81.0,,68.5,,65.5,,,,South,JC,3,12.5,15.5,,0,0,1,0,1,0,1,1,1
